"word","freq"
"'til",1.029
"bodies",1.028
"sleeping",1.027
"pillow",1.026
"dollar",1.025
"motherfucker",1.024
"bible",1.019
"twisting",1.017
"darn",1.017
"tryin'",1.017
"feels",1.017
"feather",1.015
"belongs",1.013
"heretic",1.013
"poor",1.013
"pants",1.013
"smooth",1.013
"bustin'",1.013
"powers",1.013
"lipstick",1.012
"scratch",1.012
"hips",1.01
"loose",1.01
"wander",1.01
"bougainvillea",1.01
"thorns",1.01
"dit",1.01
"shall",1.01
"favor",1.009
"temptation",1.008
"standin'",1.004
"ho",1.002
"oncome",1
"ooooh",1
"ooooooooh",1
"ooooooooooh",1
"shock",0.999
"extra",0.999
"unfold",0.998
"spit",0.998
"different",0.994
"sharp",0.993
"sold",0.992
"automatic",0.991
"mound",0.989
"45",0.989
"bedroom",0.989
"kite",0.988
"early",0.988
"avenue",0.988
"honah",0.986
"lee",0.986
"mi",0.986
"physically",0.986
"ethiopia",0.986
"dusting",0.986
"savior",0.986
"changes",0.984
"da",0.983
"hang",0.983
"pissed",0.982
"electric",0.982
"defeat",0.981
"iso",0.981
"loosen",0.981
"fresh",0.98
"dude",0.98
"elegant",0.98
"stops",0.98
"cried",0.978
"bells",0.977
"m",0.977
