"word","freq"
"support",5.55
"relate",5.534
"given",5.52
"sent",5.518
"trippin'",5.515
"screaming",5.497
"children",5.47
"goin",5.466
"christian",5.457
"blue",5.455
"sneak",5.448
"melt",5.437
"food",5.433
"feelin",5.422
"major",5.419
"nine",5.414
"gossip",5.411
"cake",5.408
"glory",5.402
"goddamn",5.401
"stole",5.398
"6",5.397
"gucci",5.396
"wine",5.395
"position",5.383
"survive",5.364
"ran",5.362
"imma",5.344
"plans",5.339
"dior",5.336
"everything's",5.316
"fill",5.314
"st",5.311
"doors",5.308
"bah",5.305
"chill",5.304
"century",5.297
"kept",5.297
"career",5.297
"pump",5.281
"plaques",5.273
"bill",5.272
"wife",5.257
"celebrity",5.257
"awards",5.256
"d",5.255
"bed",5.243
"month",5.239
"boss",5.227
"anymore",5.224
"vegas",5.213
"afraid",5.207
"j",5.197
"faith",5.189
"realize",5.187
"soulful",5.186
"dancing",5.183
"fell",5.175
"needs",5.172
"nuts",5.163
"point",5.153
"wise",5.148
"sin",5.145
"loved",5.144
"hoe",5.143
"darling",5.133
"win",5.132
"bigger",5.124
"field",5.123
"gangsta",5.12
"wet",5.109
"whoo",5.104
"ladies",5.101
"comin",5.099
"mink",5.096
"badman",5.086
"wah",5.086
"born",5.082
"bust",5.068
"everyone",5.067
"closed",5.065
"mornin'",5.062
"movin'",5.059
"somethin",5.053
"steve",5.04
"leather",5.037
"thug",5.032
"switch",5.016
"faces",5.009
"sleeves",5.001
"comin'",4.996
"cook",4.987
"instigated",4.983
"doctor",4.981
"apollonia",4.979
"isotoners",4.979
"nnow",4.979
"sleeping",4.973
"imagine",4.973
"york",4.966
"cover",4.961
"message",4.961
"price",4.96
"brown",4.958
"bow",4.95
"sad",4.945
"watchin'",4.945
"nori",4.937
"hopped",4.931
"boys",4.926
"mike",4.926
"prolly",4.92
"dynasty",4.912
"desert",4.906
"titties",4.904
"dolla",4.904
"ty",4.904
"guns",4.899
"cousin",4.897
"master",4.894
"history",4.893
"goodbyes",4.889
"guys",4.889
"mi",4.885
"seven",4.884
"truck",4.876
"crowd",4.874
"breath",4.86
"disser",4.859
"dealer",4.858
"grow",4.855
"waves",4.849
"important",4.838
"prenup",4.836
"pour",4.834
"kan",4.834
"ill",4.829
"wont",4.825
"mama's",4.817
"letting",4.814
"walked",4.809
"dreamed",4.806
"honest",4.803
"ten",4.799
"color",4.796
"knocking",4.788
"studio",4.787
"choose",4.778
"versace",4.773
"looks",4.765
"fair",4.758
"grown",4.754
"radio",4.752
"remind",4.749
"hat",4.745
"reputation",4.739
"learn",4.738
