"word","freq"
"ps",2.406
"secret",2.404
"beatles",2.399
"yet",2.396
"gehen",2.383
"war",2.376
"crossed",2.374
"somehow",2.37
"learns",2.369
"vain",2.369
"slow",2.366
"stays",2.365
"dada",2.361
"brother",2.358
"chick",2.356
"nobody's",2.353
"rest",2.351
"nature",2.346
"lets",2.333
"fire",2.32
"jojo",2.317
"loretta",2.317
"moving",2.317
"key",2.313
"hot",2.312
"equal",2.312
"painting",2.309
"rocking",2.304
"return",2.302
"guaranteed",2.301
"handkomm",2.295
"unkind",2.293
"join",2.292
"dreaming",2.29
"banker",2.282
"meanwhile",2.282
"suburban",2.282
"plan",2.277
"dying",2.27
"socks",2.265
"lazy",2.263
"kick",2.261
"noticed",2.251
"short",2.248
"cheat",2.244
"songs",2.242
"pray",2.236
"card",2.235
"spoil",2.233
"o'clock",2.233
"allein",2.232
"denn",2.232
"glucklich",2.232
"ihr",2.232
"solltest",2.232
"ringing",2.225
"changing",2.224
"mistake",2.224
"softer",2.223
"sweater",2.221
"pa",2.22
"lizzy",2.211
"reply",2.207
"walked",2.197
"ear",2.194
"m'bop",2.186
"ready",2.18
"men",2.178
"amore",2.174
"mi",2.174
"quit",2.164
"sending",2.162
"chair",2.162
"hah",2.16
"feelings",2.159
"boots",2.159
"clouds",2.157
"fancy",2.151
"'n'",2.149
"guilty",2.139
"color",2.138
"eee",2.136
"full",2.129
"riding",2.127
"fixing",2.127
"kitchen",2.125
"shoutc'mon",2.117
"scene",2.107
"there'll",2.098
"foot",2.097
"anyone",2.092
"sheik",2.092
"flies",2.091
"train",2.089
"tune",2.088
"captain",2.086
"clean",2.086
"frightened",2.079
"future",2.072
"army",2.068
"supposed",2.039
"thick",2.039
"cat",2.034
"land",2.032
"araby",2.032
"stands",2.03
"mending",2.03
"row",2.023
"troubles",2.008
"waits",2.008
"log",2.005
"twenty",2.002
"keeping",2
"dies",2
"awake",1.992
"slumbers",1.992
"saved",1.988
"skin",1.985
"hour",1.98
"finally",1.978
"hendersons",1.978
"performs",1.978
"girlfriend",1.978
"georgia",1.977
"hare",1.974
"beautiful",1.968
"louder",1.966
"'til",1.965
"affection",1.964
"schon",1.961
"sack",1.96
"hela",1.959
"waited",1.959
"float",1.958
"yesterdayyesterday",1.957
"shop",1.956
"air",1.946
"realized",1.942
"trs",1.939
"naturally",1.925
"barber",1.925
"returning",1.924
"sleeps",1.923
"steady",1.908
"sunday's",1.906
"tuesday's",1.906
"small",1.899
"celebrations",1.892
"invitations",1.892
"pillow",1.892
"indicate",1.892
"picks",1.884
"fuse",1.884
"table",1.883
"kept",1.878
"flowing",1.876
"fade",1.872
"september",1.86
"ends",1.857
"locked",1.85
"kissing",1.849
"stream",1.848
"outside",1.848
"sweeter",1.847
"ease",1.846
"giving",1.844
"shy",1.839
"count",1.836
"onplease",1.833
"filling",1.832
"moon",1.827
"bei",1.825
"das",1.825
"lorry",1.825
"sweetoh",1.824
"view",1.821
"fair",1.819
"lasted",1.818
"kitten",1.817
"fifty",1.817
"bet",1.816
"local",1.813
"compares",1.809
"moments",1.809
"recall",1.809
"remain",1.809
"em",1.809
"sail",1.807
"wanted",1.806
"production",1.803
"started",1.802
"manage",1.802
"rains",1.802
"singer",1.795
"introduce",1.793
"closed",1.787
"insane",1.783
"disagree",1.776
"sunny",1.773
"cloud",1.773
"named",1.771
"station",1.769
"park",1.769
"909",1.767
"happen",1.765
"white",1.765
"cake",1.763
"fix",1.762
"tangerine",1.762
"james",1.76
"mountain",1.76
"understands",1.753
"lift",1.752
"horse",1.752
"within",1.751
"anytime",1.751
"quiet",1.748
"pair",1.739
"beat",1.738
"laughing",1.737
"tenderly",1.733
"martha",1.733
"lonesome",1.732
"thumb",1.729
"except",1.723
"shaves",1.722
"somewhere",1.722
"goin'",1.721
"behindbang",1.72
"oa",1.72
"lee",1.72
"began",1.713
"teddy",1.705
"whatever",1.704
"bloody",1.703
"angel",1.703
"lotta",1.686
"dresses",1.684
"blows",1.682
"bended",1.68
"es",1.674
"freuen",1.674
"gar",1.674
"schoner",1.674
"wonders",1.672
"blow",1.672
"ev'rybody's",1.672
"bath",1.669
"desert",1.668
"doon'",1.667
"situation",1.666
"mother's",1.662
"oohshe",1.66
"kisses",1.656
"tonightlove",1.653
"endear",1.65
"meeting",1.65
"rules",1.648
"anybody's",1.642
"doors",1.642
"selfassured",1.642
"comb",1.639
"uncle",1.633
"bible",1.63
"checked",1.63
"doc",1.63
"gideon's",1.63
"rival",1.63
"joo",1.628
"g",1.624
"case",1.623
"romance",1.622
"front",1.617
"west",1.616
"choose",1.612
"insurance",1.603
"hoh",1.603
"hunh",1.603
"unh",1.603
"cable",1.601
"sailed",1.601
"submarinewe",1.601
"thoughts",1.598
"everyone's",1.589
"film",1.588
"passing",1.587
"okgood",1.586
" by",1.579
" editor",1.579
"church",1.575
"eleanor",1.575
"kenzie",1.575
"mc",1.575
"rigby",1.575
"chuck",1.569
"overnight",1.566
"heart's",1.562
"disappear",1.558
"downstairs",1.557
"krishna",1.556
"semoc",1.551
"kinda",1.548
"ran",1.547
"spent",1.546
"deceive",1.545
"worried",1.545
"special",1.544
"evolution",1.538
"revolution",1.538
"joker",1.534
"taught",1.533
"note",1.533
"saving",1.531
"dawn",1.529
"dew",1.529
"fragrant",1.529
"meadows",1.529
"roses",1.529
"kaleidoscope",1.526
"picture",1.526
"pies",1.523
"fireman",1.521
"pouring",1.521
"strange",1.521
"letters",1.521
"however",1.517
"sister",1.517
"bigger",1.513
"although",1.512
"nineteen",1.509
"shall",1.509
"quarter",1.509
"c",1.506
"blew",1.502
"bound",1.491
"lifetime",1.489
"cast",1.488
"doggone",1.482
"bought",1.481
"block",1.478
"peasant",1.478
"wet",1.477
"different",1.474
"measured",1.47
"clue",1.466
"beg",1.465
"cloudy",1.465
"grin",1.461
"confusing",1.459
"games",1.459
"changes",1.458
"billhey",1.457
"turned",1.451
"bottle",1.449
"cottage",1.449
"dave",1.449
"digging",1.449
"fireside",1.449
"grandchildren",1.449
"greetings",1.449
"handy",1.449
"isle",1.449
"knit",1.449
"lock",1.449
"losing",1.449
"mornings",1.449
"scrimp",1.449
"sixtyfourevery",1.449
"sixtyfouryou'll",1.449
"valentine",1.449
"vera",1.449
"weeds",1.449
"wight",1.449
"plane",1.448
"seemed",1.445
"pleasure",1.441
"instrumental",1.441
"wasting",1.441
"naughty",1.44
"pigs",1.44
"declare",1.435
"fat",1.434
"arriving",1.431
"clear",1.427
"chasing",1.427
"raincoats",1.427
"solo",1.427
"stretches",1.427
"direction",1.422
"nights",1.421
"story",1.419
"finecome",1.411
"minewell",1.411
"outyou",1.411
"doshe",1.407
"tasting",1.406
"sincere",1.406
"boom",1.403
"danced",1.403
"dad",1.395
"check",1.39
"drop",1.389
"refrain",1.38
"judge",1.372
"important",1.369
"stupid",1.366
"eh",1.365
"doubt",1.364
"atrying",1.362
"promising",1.362
"suit",1.362
"south",1.361
"stare",1.359
"leads",1.358
"winding",1.358
"saturday",1.357
"upstream",1.354
"yawning",1.354
"upset",1.352
"shaking",1.351
"loveit's",1.35
"spread",1.35
"wishing",1.349
"trip",1.349
"stick",1.342
"apologize",1.341
"jar",1.34
"shore",1.338
"fighting",1.337
"toe",1.337
"okwhen",1.337
"chachachachance",1.337
"great",1.335
"hanging",1.334
"daddy",1.327
"grass",1.326
"linger",1.326
"picked",1.326
"banks",1.325
"bathroom",1.325
"clubs",1.325
"department",1.325
"lagoon",1.325
"police",1.325
"protected",1.325
"rob",1.325
"spoon",1.325
"sucks",1.325
"yeh",1.318
"hiding",1.318
"solid",1.317
"sermon",1.31
"dancin'",1.31
"hellohello",1.306
"oww",1.305
"fools",1.305
"telephone",1.304
"hat",1.303
"celebrate",1.303
"imitate",1.303
"nowi",1.303
"penetrate",1.303
"radiate",1.303
"syndicate",1.303
"obladiblada",1.302
"tuesday",1.301
"upside",1.3
"wild",1.299
"gas",1.296
"wipe",1.296
"fever",1.293
"perfectly",1.292
"soft",1.292
"brain",1.292
"joke",1.292
"putting",1.292
"weeks",1.292
"chop",1.291
"rope",1.291
"ship",1.291
"skip",1.291
"learned",1.29
"georgia's",1.288
"mmmy",1.288
"moscow",1.288
"ukraine",1.288
"ussrwell",1.288
"understood",1.286
"everything's",1.285
"windy",1.28
"piano",1.28
"nay",1.277
"complain",1.273
"voices",1.269
"armen",1.267
"bin",1.267
"bist",1.267
"deinen",1.267
"den",1.267
"diamant",1.267
"ein",1.267
"einer",1.267
"froh",1.267
"nie",1.267
"nimmst",1.267
"noch",1.267
"verstand",1.267
"wie",1.267
"zoo",1.267
"'fore",1.267
"delay",1.267
"anywhere",1.265
"biding",1.265
"crawled",1.265
"drinking",1.265
"norwegian",1.265
"rug",1.265
"sat",1.265
"showed",1.265
"talked",1.265
"woodshe",1.265
"footsteps",1.265
"daddy's",1.264
"teacher",1.264
"misunderstanding",1.258
"danny",1.257
"insecure",1.254
"ism",1.254
"fish",1.253
"friday",1.252
"peter",1.25
"f",1.246
"form",1.244
"london",1.242
"june",1.24
"athere",1.24
"slide",1.239
"surrender",1.237
"poor",1.235
"bringing",1.234
"command",1.232
"menowhere",1.232
"folks",1.229
"thousand",1.229
"goodlooking",1.226
"missed",1.217
"nine",1.216
"crime",1.214
"fussing",1.214
"ok",1.214
"floating",1.214
"regret",1.213
"fortune",1.213
"aches",1.212
"behave",1.211
"junior",1.211
"joint",1.209
"mewhen",1.209
"wears",1.208
"country",1.207
"cut",1.204
"treasure",1.203
"bside",1.201
"nia",1.201
"r",1.201
"weather's",1.201
"wink",1.201
"shown",1.2
"sung",1.2
"coffee",1.199
"worth",1.194
"state",1.192
"driver",1.191
"fight",1.188
"thin",1.187
"legs",1.185
"her'cause",1.184
"two'cause",1.184
"carrying",1.18
"almost",1.176
"hang",1.175
"college",1.173
"investigation",1.173
"limousine",1.173
"money's",1.173
"negotiations",1.173
"played",1.17
"teaser",1.17
"writerpaperback",1.166
"bus",1.166
"voice",1.164
"policeman",1.164
"stone",1.163
"gilly",1.163
"dreamer",1.161
"weep",1.152
"wednesday",1.152
"flows",1.149
"andern",1.147
"glcklich",1.147
"hurting",1.147
"aah",1.144
"none",1.144
"billy",1.142
"shears",1.142
"mail",1.141
"darkness",1.14
"allen",1.138
"newspapers",1.138
"paris",1.138
"class",1.138
"becomes",1.137
"clutching",1.136
"piggy",1.129
"shirts",1.129
"glimpse",1.129
"lasts",1.128
"jamboree",1.127
"jubilee",1.127
"wantmoney",1.124
"wantwell",1.124
"tall",1.124
"tighter",1.122
"screen",1.122
"anyhow",1.12
"chairman",1.12
"constitution",1.12
"contribution",1.12
"destruction",1.12
"institution",1.12
"mao",1.12
"minds",1.12
"solution",1.12
"dinner",1.12
"gin",1.118
"mm",1.112
"ohh",1.107
"lizzie",1.106
"barrow",1.105
"carat",1.105
"jewellers",1.105
"trolley",1.105
"difference",1.104
"per",1.104
"attractively",1.103
"dose",1.103
"hilt",1.103
"jackboots",1.103
"killerdiller",1.103
"kilt",1.103
"doris",1.101
"sin",1.095
"sounds",1.094
"neat",1.092
"possessions",1.091
"carousel",1.087
"mundo",1.087
"obrigado",1.087
"paramucho",1.087
"quando",1.087
"tied",1.086
"puts",1.081
"machine",1.078
"tries",1.074
"mess",1.072
"knocking",1.071
"down}",1.068
"hee{don't",1.068
"worthwhile",1.066
"roadwhy",1.065
"freely",1.059
"one's",1.059
"married",1.055
"matches",1.054
"suicidal",1.051
"heat",1.051
"splendid",1.049
"againi",1.047
"angels",1.046
"goodness",1.045
"badly",1.036
"apple",1.035
"metime",1.034
"refuse",1.034
"mood",1.03
"heartache",1.026
"mae",1.023
"maggie",1.023
"mountie",1.021
"northwest",1.021
"annaanna",1.02
"greatest",1.011
"laid",1.011
"happens",1.009
"certain",1.009
"famous",1.006
"nowhold",1.006
"ohdon't",1.006
"heyhey",1.002
"ait's",1.002
"aone",1.002
"arise",1
"sunken",1
"deny",1
"wave",1
"dessert",0.999
"ginger",0.999
"montelimar",0.999
"pineapple",0.999
"sling",0.999
"winter",0.995
"national",0.993
"beggin'",0.993
"deserve",0.992
"pans",0.991
"pots",0.991
"begging",0.991
"mei",0.991
"assure",0.989
"benefit",0.989
"bishopsgate",0.989
"celebrated",0.989
"challenge",0.989
"course",0.989
"dances",0.989
"demonstrate",0.989
"fanques'",0.989
"feats",0.989
"garters",0.989
"henry",0.989
"hogshead",0.989
"hoops",0.989
"horses",0.989
"lastly",0.989
"messrs",0.989
"pablo",0.989
"preparation",0.989
"public",0.989
"somersets",0.989
"topping",0.989
"trampoline",0.989
"tricks",0.989
"undertake",0.989
"waltz",0.989
"deliver",0.989
"passed",0.989
"patiently",0.989
"sooner",0.989
"coat",0.986
"dragged",0.986
"drank",0.986
"grabbed",0.986
"grade",0.986
"lordsi",0.986
"onwoke",0.986
"photograph",0.986
"seconds",0.986
"smoke",0.986
"spoke",0.986
"stared",0.986
"stood",0.986
"upstairs",0.986
"belongs",0.986
"creep",0.986
"rule",0.986
"tent",0.986
"district",0.986
"naked",0.986
"brokenhearted",0.985
"parted",0.985
"disappearing",0.983
"habit",0.983
"knowyou",0.983
"nasty",0.983
"1965",0.978
"album",0.978
"august",0.978
"shadow",0.978
"single…",0.978
"uk",0.978
"yesterdaywhy",0.978
"ceiling",0.972
"tiger",0.972
"girli'll",0.972
"girlif",0.972
"kindyou're",0.972
"spells",0.97
"t",0.97
"u",0.97
"ensemblei",0.97
"warning",0.969
"aunt",0.969
"what're",0.967
"danger",0.966
"biggest",0.963
"oscar",0.963
"plainly",0.963
